	pdb_file	monomer_file	chain_id	res_num	rsa_complex	rsa_monomer
0	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	89	0.06048387096774194	0.31451612903225806
1	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	84	0.5024390243902439	0.6878048780487804
2	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	84	0.5024390243902439	0.6878048780487804
3	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	66	0.06701030927835051	0.34536082474226804
4	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	59	0.3185483870967742	0.41935483870967744
5	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	67	0.4032258064516129	0.8346774193548387
6	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	68	0.02112676056338028	0.176056338028169
7	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	65	0.7317073170731707	1.0146341463414634
8	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	65	0.7317073170731707	1.0146341463414634
9	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	69	0.06338028169014084	0.49295774647887325
10	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	64	0.5286624203821656	0.910828025477707
11	../../Binding_Affinity/data/complexes/1C1Y_A_B.pdb	../../Binding_Affinity/data/chain/1C1Y_B.pdb	B	64	0.5286624203821656	0.910828025477707
